7.68913476787653e-07,8.98030437578177e-07,7.844455443015243e-07,2.333839155619735e-07
9.651444604183712e-07,2.3402794267298818e-07,7.548415392752371e-07,3.2729217623417546e-07
4.0842007404582173e-07,3.2940502474508145e-07,3.765950265355495e-07,1.7649436784908483e-07
2.2281363617655634e-07,1.768162906260367e-07,2.0763410071084547e-07,1.475864294716502e-07
2.0018256884974833e-07,1.4838457952867717e-07,1.8469019130609852e-07,5.709912994919346e-07
1.450582373221475e-07,5.693496788958314e-07,2.586015750882829e-07,1.3487117009787124e-07
2.794404699293248e-07,1.3493221962271213e-07,2.360810947590234e-07,1.096738788232405e-07
2.8089504906690324e-07,1.0949274543764483e-07,2.3032458356053466e-07,9.895198748311256e-08
1.1280861632441833e-07,9.881290931930023e-08,1.0858977526260807e-07,6.603070638280758e-08
1.0261793291524322e-07,6.616773217419948e-08,9.302470235691036e-08,7.626897935871709e-08
8.382428697431508e-08,7.627849290151567e-08,8.130846742987363e-08,1.0696570239204588e-07
7.171463263776317e-08,1.0696475339245201e-07,8.346569448398888e-08,1.0588769814377657e-07
9.161750165574957e-08,1.0588506520301769e-07,9.625870402283091e-08,2.525831482566525e-07
1.014261188328109e-07,2.503268498035883e-07,1.3631972387089238e-07,1.8013487609400898e-07
1.5316972267946753e-07,1.8010293937951854e-07,1.5820392179489106e-07,6.501088784851676e-08
1.7664193592911246e-07,6.503560212915818e-08,1.4511333402374027e-07,5.2877854586866425e-08
