1.2096583315881069e-05,5.521963702673817e-05,1.0708725998700823e-05,1.3493299997201683e-05
1.5212824889867653e-05,1.3336708056303343e-05,1.0494111981232843e-05,1.9865777554265024e-05
4.955506919730747e-06,2.020183159146609e-05,4.153646224526201e-06,1.156750917848094e-05
2.302782386799403e-06,1.1662533424623768e-05,2.1242474808381414e-06,8.497128574410925e-06
2.362217070234939e-06,8.698980605181833e-06,1.993567481552273e-06,3.658842631591227e-05
1.4043227431043062e-06,3.573197890066082e-05,2.6690839768769005e-06,8.54478520354426e-06
3.2605095975608433e-06,8.583765282255888e-06,2.5916628517772486e-06,6.493343001396785e-06
3.400536304914676e-06,6.487529203286194e-06,2.4983287630986447e-06,6.299388503925379e-06
1.1394911253843136e-06,6.3185381261447725e-06,1.047484815962448e-06,4.596599561819219e-06
8.964081131935873e-07,4.57630582783062e-06,7.99466243570669e-07,5.037820960081072e-06
7.953758772408522e-07,4.898937104746507e-06,7.333013287636933e-07,7.488814573547364e-06
6.879101193043231e-07,7.571566851832409e-06,8.109535095801516e-07,5.976602174645373e-06
9.099075496931967e-07,5.787148196938283e-06,8.665270735391288e-07,1.8169340215527254e-05
9.73847380874214e-07,1.8204610651972263e-05,1.5419428103651577e-06,9.128939233512047e-06
1.8096753417908764e-06,8.979926498880805e-06,1.5818615384982215e-06,4.375968208751924e-06
2.039561214552022e-06,4.394693433571879e-06,1.4976657299689673e-06,2.6580708790554166e-06
