1.0390435251484223e-06,2.288839458144803e-07
9.844034268497028e-07,3.342807627546493e-07
4.809269268520715e-07,1.7048345322930548e-07
2.442382484116221e-07,1.531705646178937e-07
2.1901713985770023e-07,5.600842598381875e-07
2.944858595061106e-07,1.3442870534440233e-07
2.8253858375517713e-07,1.04457047699179e-07
2.6626789349194614e-07,9.802359176035543e-08
1.1229761202256512e-07,6.996726741989607e-08
9.079325241786339e-08,7.33470916084396e-08
8.043482808608253e-08,1.2347318735903834e-07
8.891374143571625e-08,8.55498607206736e-08
9.410225632605095e-08,3.026118209454068e-07
1.704988407690924e-07,1.195547806293058e-07
1.691772338055291e-07,6.675300502072187e-08
1.6291575924853487e-07,5.112210982200717e-08
