1.78527435865507e-05,1.4663779593419075e-05,1.6777347965922805e-05,3.7388127393225864e-06
2.232542250140843e-05,3.7486254801170423e-06,1.612395667884644e-05,6.546454435128361e-06
9.200496033197928e-06,6.535770657813881e-06,8.26485076956764e-06,2.9985827674357547e-06
5.143359225789895e-06,3.025366661157342e-06,4.432240554506429e-06,2.3819963055140324e-06
4.790717706918937e-06,2.3835878811039173e-06,3.990963326642609e-06,8.826373997929665e-06
2.6481021832340573e-06,8.719863615992664e-06,4.62519555091796e-06,2.130711886003191e-06
5.460697332744796e-06,2.1344034084042583e-06,4.216344918365564e-06,1.8880113682207227e-06
5.274418896947978e-06,1.8952297216242101e-06,4.106859882407857e-06,1.628512229797865e-06
2.0027021871547803e-06,1.6381331452397917e-06,1.8970764717599718e-06,1.1536747457202194e-06
1.7808623264865818e-06,1.1523682317929503e-06,1.5714992172551368e-06,1.2767258840490179e-06
1.3893757993140844e-06,1.2759204395216252e-06,1.3407126605268048e-06,1.7315799000788166e-06
1.2033281918446903e-06,1.7405575733635415e-06,1.3912233032882051e-06,1.833813371795126e-06
1.516549171395507e-06,1.8361465641761085e-06,1.6196983953063089e-06,3.913457791958036e-06
1.7922467470353327e-06,3.915523294039748e-06,2.4910323109806236e-06,3.1977009544731693e-06
2.8884837696338985e-06,3.2052507136648348e-06,2.9800736796045765e-06,1.1605558437819645e-06
3.558421785312628e-06,1.1618133092202075e-06,2.7666585380697374e-06,7.677151077172999e-07
