1.1161645869094342e-06,8.961626920367255e-07,1.0424877995750203e-06,2.3334113704603584e-07
1.3661799543701626e-06,2.3320144897075607e-07,9.914236751162366e-07,3.2974248730121117e-07
5.605381141214288e-07,3.319800915671673e-07,4.802029172852525e-07,1.7661181364678237e-07
2.796215408499057e-07,1.7692734066135403e-07,2.4562058521541123e-07,1.4675794071146614e-07
2.5491651909571513e-07,1.473479734792261e-07,2.187604994624717e-07,5.690594094818738e-07
1.616784275992384e-07,5.68031694391613e-07,2.959079134255061e-07,1.345543462317677e-07
3.547984614280039e-07,1.3451366882042645e-07,2.814036320185084e-07,1.095366378068318e-07
3.506673694486779e-07,1.0953075339926954e-07,2.703089011971139e-07,9.882352017340729e-08
1.2199187310533592e-07,9.90160184789655e-08,1.1449140981765324e-07,6.617347520587596e-08
1.039710129258254e-07,6.603626042362172e-08,9.138339796051445e-08,7.527734424536129e-08
8.245957898087459e-08,7.538056813417437e-08,8.00889214850751e-08,1.0515012085042953e-07
7.076335521176864e-08,1.05157828426091e-07,8.230171855167329e-08,1.0479864560773126e-07
9.033598682096766e-08,1.048206089453534e-07,9.514879519437034e-08,2.498148303396641e-07
1.0496777309016871e-07,2.494191164254968e-07,1.5338938224924782e-07,1.7972401128265345e-07
1.7721873880206754e-07,1.795625906614546e-07,1.78510571871983e-07,6.470205145156715e-08
2.147864270252325e-07,6.47156614954969e-08,1.6499857181716605e-07,5.2532002092221894e-08
