1.678142701162699e-05,3.7590976564729164e-06
1.6076406598953464e-05,6.553430837449956e-06
8.300168420158191e-06,3.0361871195454877e-06
4.4431864074824696e-06,2.3845106593814287e-06
3.9837957097073795e-06,8.826291484849332e-06
4.710482313605775e-06,2.1365388303816297e-06
4.418067493058314e-06,1.9067709403804348e-06
4.25626768865388e-06,1.6469506914672094e-06
1.895784526325098e-06,1.1558331871212278e-06
1.5683720129678686e-06,1.2793837902563275e-06
1.3570758923474202e-06,1.763594053270172e-06
1.3944315861514776e-06,4.9794444751647104e-06
1.6218194837507881e-06,7.4556249636541045e-06
2.5037586726760836e-06,3.182528447302895e-06
2.97762322318102e-06,1.162949674060065e-06
2.7530185935205027e-06,7.72275855790376e-07
