1.1232944393186461e-06,8.82621737367429e-07,1.0360724021657217e-06,2.28521089758972e-07
1.3585576380507028e-06,2.278817069507695e-07,9.806311550447179e-07,3.324947846382759e-07
5.543093691316009e-07,3.360958863722328e-07,4.780494536024493e-07,1.6968099068538223e-07
2.8062803635549095e-07,1.7043551823904962e-07,2.4373938555465473e-07,1.5268075154073166e-07
2.527105651667927e-07,1.532516101023985e-07,2.1804841973899798e-07,5.596102832716928e-07
1.6185329843955428e-07,5.610649432760082e-07,2.9401591193798896e-07,1.3431107380640397e-07
3.56669604850014e-07,1.344946393142495e-07,2.818166507056993e-07,1.0401902604043598e-07
3.4711014654910074e-07,1.0429741106614378e-07,2.6544417512514163e-07,9.783295389352579e-08
1.198478724620306e-07,9.85953420383281e-08,1.1178175481851428e-07,6.970245470910357e-08
1.0096406976961492e-07,6.98979857204614e-08,9.041209673257587e-08,7.332478527723705e-08
8.380471077145304e-08,7.326841356932419e-08,8.039070622227614e-08,1.2316998415314174e-07
7.151909889802804e-08,1.2338523707961832e-07,8.878213004408661e-08,8.537365074221933e-08
9.863053630440623e-08,8.556904616052389e-08,9.378218241785264e-08,3.035658729884414e-07
1.046606867459092e-07,3.0467737919482755e-07,1.7305731213725336e-07,1.2154371815323417e-07
1.9668391996255354e-07,1.201088140823871e-07,1.7031506950724665e-07,6.657556839136683e-08
2.1114121218909664e-07,6.660356736847058e-08,1.6423041163224653e-07,5.0624082102180685e-08
