0.00046153720489861704,9.17540685623204e-05
0.00043867876966221457,0.00012658475746855086
0.00016915913815088282,6.97803930789481e-05
9.19271104531486e-05,6.101155827563496e-05
8.545709197112874e-05,0.0002470049672256056
0.00012411073659089633,6.362595142797749e-05
0.00012196213701578523,5.6465315871600525e-05
0.00012056053250341114,4.5299698603643624e-05
5.472382383570231e-05,2.9330700303981345e-05
4.329067172750197e-05,3.6221879761919426e-05
3.6594703592449e-05,5.765632085776935e-05
4.027210005325836e-05,3.693828875699241e-05
4.288181122533483e-05,0.00012544477340553203
7.24177823396599e-05,6.718960230173744e-05
7.620302124406314e-05,2.429411477211269e-05
7.212325833583393e-05,1.8029236696594602e-05
