5.781123212730549e-06,1.2377208568953092e-06
5.519478672691606e-06,1.986134133272803e-06
2.7090538600491816e-06,9.99596590154029e-07
1.3969059086096657e-06,1.0076129251996184e-06
1.250523535143846e-06,4.091396390353991e-06
1.6182256650050674e-06,8.283416658805634e-07
1.525731329858433e-06,7.015604506960516e-07
1.4644890514039258e-06,5.947246301189478e-07
6.238776897452695e-07,3.829363397227844e-07
5.118011092993697e-07,4.2959867521680993e-07
4.5093689959509233e-07,5.913300351689129e-07
4.647023677436779e-07,5.864262609266171e-07
5.327891384441558e-07,1.3598276001809813e-06
8.330649217759894e-07,1.270304416346813e-06
9.73515461429283e-07,3.7951471438372174e-07
8.987419471593196e-07,3.2537555648878184e-07
