0.53 & 0.54 & 0.52 & 0.52 & 0.52 & 0.53 \\
0.51 & 0.51 & 0.52 & 0.51 & 0.52 & 0.52 \\
0.49 & 0.50 & 0.49 & 0.50 & 0.50 & 0.50 \\
0.50 & 0.50 & 0.50 & 0.50 & 0.50 & 0.50 \\
0.51 & 0.51 & 0.51 & 0.51 & 0.51 & 0.51 \\
0.51 & 0.51 & 0.51 & 0.51 & 0.51 & 0.51 \\
