0.95 & 0.62 & 1.22 & -0.62 & 1.15 & 1.30 \\
0.84 & 0.46 & 0.77 & -0.84 & 1.11 & 1.36 \\
-0.20 & 0.81 & 0.60 & -0.29 & 0.97 & 1.33 \\
-4.60 & 1.01 & 1.59 & 1.01 & 1.22 & 1.35 \\
1.54 & 2.01 & 1.34 & 1.41 & 1.63 & 1.36 \\
