0.95 & 0.74 & 1.19 & 0.47 & 0.57 & 1.30 \\
1.01 & 1.31 & 2.16 & 1.51 & 1.68 & 1.36 \\
0.28 & 1.33 & 1.56 & 2.05 & 2.16 & 1.33 \\
-1.48 & 3.74 & 4.13 & 2.81 & 3.13 & 1.35 \\
20.01 & 18.11 & 17.98 & 14.68 & 21.01 & 1.36 \\
