7.22e-05 & 7.16e-05 & 7.19e-05 & 7.64e-05 & 7.21e-05 & 7.28e-05 \\
1.02e-05 & 1.02e-05 & 1.02e-05 & 1.04e-05 & 1.02e-05 & 1.02e-05 \\
2.93e-06 & 2.80e-06 & 2.79e-06 & 2.79e-06 & 2.80e-06 & 2.82e-06 \\
1.06e-06 & 9.17e-07 & 9.16e-07 & 9.19e-07 & 9.25e-07 & 9.48e-07 \\
1.67e-07 & 1.67e-07 & 1.67e-07 & 1.68e-07 & 1.67e-07 & 1.67e-07 \\
1.73e-05 & 1.71e-05 & 1.72e-05 & 1.81e-05 & 1.72e-05 & 1.74e-05 \\
