80817165.05 & 103572510.78 & 22197399.25 & -48992599.97 & -20593415.23 & 151103419.89 \\
3059556.56 & 1758266.22 & 892889.78 & -3937293.38 & 459512.10 & 3621925.40 \\
-48591.64 & 8290.38 & 53130.21 & -50373.23 & 20363.48 & 44220.19 \\
-840.90 & 275.63 & 229.72 & 76.40 & 281.85 & 314.23 \\
1.34 & 1.08 & 1.27 & 1.02 & 1.03 & 1.04 \\
