1.00 & -0.25 & -0.31 & -0.02 & 0.20 & -0.04 \\
-0.25 & 1.00 & 0.78 & 0.08 & 0.14 & 0.10 \\
-0.31 & 0.78 & 1.00 & 0.06 & 0.11 & 0.11 \\
-0.02 & 0.08 & 0.06 & 1.00 & 0.97 & 0.01 \\
0.20 & 0.14 & 0.11 & 0.97 & 1.00 & 0.01 \\
-0.04 & 0.10 & 0.11 & 0.01 & 0.01 & 1.00 \\
