0.51 & 0.67 & 0.09 & 0.38 & 1.01 \\
0.54 & 0.40 & 0.19 & 0.70 & 1.02 \\
-1.26 & 0.12 & 1.14 & 0.03 & 1.02 \\
-2.54 & 0.82 & 0.69 & -0.15 & 1.01 \\
1.31 & 1.04 & 1.24 & 1.76 & 1.00 \\
