1.00 & -0.05 & -0.07 & -0.06 & 0.48 & -0.02 \\
-0.05 & 1.00 & 0.62 & 0.24 & 0.40 & 0.06 \\
-0.07 & 0.62 & 1.00 & 0.37 & 0.51 & 0.08 \\
-0.06 & 0.24 & 0.37 & 1.00 & 0.81 & 0.06 \\
0.48 & 0.40 & 0.51 & 0.81 & 1.00 & 0.06 \\
-0.02 & 0.06 & 0.08 & 0.06 & 0.06 & 1.00 \\
