0.01 & 1.00 & 0.47 & 0.00 & 0.41 \\
0.04 & 0.18 & 0.21 & 0.00 & 1.00 \\
0.00 & 0.02 & 1.00 & 0.73 & 0.37 \\
0.00 & 0.06 & 1.00 & 0.08 & 0.00 \\
0.00 & 0.01 & 0.04 & 0.00 & 1.00 \\
