1.00 & 0.42 & 0.63 & 0.15 & 0.49 & -0.03 \\
0.42 & 1.00 & 0.53 & 0.10 & 0.42 & 0.03 \\
0.63 & 0.53 & 1.00 & 0.17 & 0.54 & 0.02 \\
0.15 & 0.10 & 0.17 & 1.00 & 0.90 & 0.03 \\
0.49 & 0.42 & 0.54 & 0.90 & 1.00 & 0.03 \\
-0.03 & 0.03 & 0.02 & 0.03 & 0.03 & 1.00 \\
